district,state,vaccinated_in_public_pct_nfhs4,anaemia_children_pct_national_percentile_nfhs4,health_insurance_pct_nfhs4,csection_private_pct_nfhs4,fp_pill_pct_nfhs4,postnatal_care_child_pct_nfhs4,anc_first_trimester_pct_nfhs4,anaemia_nonpregnant_women_pct_nfhs4,vaccinated_in_public_pct_nfhs5,anaemia_children_pct_national_percentile_nfhs5,health_insurance_pct_nfhs5,csection_private_pct_nfhs5,fp_pill_pct_nfhs5,postnatal_care_child_pct_nfhs5,anc_first_trimester_pct_nfhs5,anaemia_nonpregnant_women_pct_nfhs5,vaccinated_in_public_pct_change,vaccinated_in_public_pct_change_pct,anaemia_children_pct_national_percentile_change,anaemia_children_pct_national_percentile_change_pct,health_insurance_pct_change,health_insurance_pct_change_pct,csection_private_pct_change,csection_private_pct_change_pct,fp_pill_pct_change,fp_pill_pct_change_pct,postnatal_care_child_pct_change,postnatal_care_child_pct_change_pct,anc_first_trimester_pct_change,anc_first_trimester_pct_change_pct,anaemia_nonpregnant_women_pct_change,anaemia_nonpregnant_women_pct_change_pct,vaccinated_in_public_pct_improvement_rank,anaemia_children_pct_national_percentile_improvement_rank,health_insurance_pct_improvement_rank,csection_private_pct_improvement_rank,fp_pill_pct_improvement_rank,postnatal_care_child_pct_improvement_rank,anc_first_trimester_pct_improvement_rank,anaemia_nonpregnant_women_pct_improvement_rank
Bargarh,Odisha,98.2,80.9,45.5,,11.6,94.0,80.9,62.8,98.2,80.9,45.5,,11.6,94.0,80.9,62.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Jharsuguda,Odisha,100.0,58.7,37.7,56.8,9.1,96.4,92.6,68.1,100.0,58.7,37.7,56.8,9.1,96.4,92.6,68.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sambalpur,Odisha,94.2,62.5,49.3,,14.5,94.1,79.0,67.1,94.2,62.5,49.3,,14.5,94.1,79.0,67.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Debagarh,Odisha,100.0,70.3,57.5,54.6,11.9,89.0,75.2,72.1,100.0,70.3,57.5,54.6,11.9,89.0,75.2,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sundargarh,Odisha,96.7,14.4,39.3,,11.0,82.0,81.3,69.8,96.7,14.4,39.3,,11.0,82.0,81.3,69.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kendujhar,Odisha,100.0,62.0,43.3,70.3,13.8,72.3,70.7,69.0,100.0,62.0,43.3,70.3,13.8,72.3,70.7,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mayurbhanj,Odisha,97.0,33.1,46.5,,14.9,81.2,65.9,73.0,97.0,33.1,46.5,,14.9,81.2,65.9,73.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Baleshwar,Odisha,100.0,93.7,40.6,79.8,18.3,86.9,62.5,61.5,100.0,93.7,40.6,79.8,18.3,86.9,62.5,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bhadrak,Odisha,100.0,45.9,44.9,83.9,15.4,94.4,75.9,63.8,100.0,45.9,44.9,83.9,15.4,94.4,75.9,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kendrapara,Odisha,94.4,70.3,50.0,64.1,7.4,91.7,76.2,58.9,94.4,70.3,50.0,64.1,7.4,91.7,76.2,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jagatsinghapur,Odisha,100.0,77.7,56.8,83.8,6.8,92.1,71.6,60.4,100.0,77.7,56.8,83.8,6.8,92.1,71.6,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Cuttack,Odisha,91.9,64.0,42.3,71.7,8.2,92.2,73.6,64.7,91.9,64.0,42.3,71.7,8.2,92.2,73.6,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jajapur,Odisha,100.0,56.2,53.9,75.5,7.8,91.8,65.2,63.4,100.0,56.2,53.9,75.5,7.8,91.8,65.2,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dhenkanal,Odisha,100.0,68.8,55.2,67.3,10.7,89.8,72.4,66.1,100.0,68.8,55.2,67.3,10.7,89.8,72.4,66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Anugul,Odisha,98.5,21.0,63.1,62.8,16.3,85.1,78.7,75.8,98.5,21.0,63.1,62.8,16.3,85.1,78.7,75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nayagarh,Odisha,100.0,83.0,49.3,82.1,4.2,96.1,86.0,62.6,100.0,83.0,49.3,82.1,4.2,96.1,86.0,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Khordha,Odisha,91.8,81.2,43.2,75.4,5.6,93.6,85.1,67.9,91.8,81.2,43.2,75.4,5.6,93.6,85.1,67.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Puri,Odisha,100.0,88.5,61.5,84.5,7.7,92.4,83.3,63.3,100.0,88.5,61.5,84.5,7.7,92.4,83.3,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ganjam,Odisha,96.1,70.9,51.9,63.3,3.9,91.1,77.6,56.9,96.1,70.9,51.9,63.3,3.9,91.1,77.6,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Gajapati,Odisha,100.0,62.8,39.6,,6.6,74.2,79.3,65.6,100.0,62.8,39.6,,6.6,74.2,79.3,65.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kandhamal,Odisha,100.0,82.3,54.5,,16.1,90.5,74.7,48.8,100.0,82.3,54.5,,16.1,90.5,74.7,48.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Baudh,Odisha,100.0,80.9,44.7,,15.6,90.9,78.8,54.6,100.0,80.9,44.7,,15.6,90.9,78.8,54.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Subarnapur,Odisha,100.0,28.3,45.8,73.9,18.8,93.6,84.3,58.8,100.0,28.3,45.8,73.9,18.8,93.6,84.3,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Balangir,Odisha,98.1,22.7,44.0,,15.1,94.0,89.1,59.7,98.1,22.7,44.0,,15.1,94.0,89.1,59.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Nuapada,Odisha,100.0,26.5,45.3,,11.2,86.5,76.6,64.3,100.0,26.5,45.3,,11.2,86.5,76.6,64.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kalahandi,Odisha,100.0,45.4,48.6,29.5,11.3,90.1,80.1,64.0,100.0,45.4,48.6,29.5,11.3,90.1,80.1,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Rayagada,Odisha,98.7,37.4,45.5,,6.7,70.4,74.1,68.8,98.7,37.4,45.5,,6.7,70.4,74.1,68.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Nabarangapur,Odisha,100.0,36.4,48.4,,18.5,88.7,82.1,69.7,100.0,36.4,48.4,,18.5,88.7,82.1,69.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Koraput,Odisha,98.0,41.4,54.6,,8.4,83.9,87.1,58.2,98.0,41.4,54.6,,8.4,83.9,87.1,58.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Malkangiri,Odisha,100.0,9.9,47.0,,9.1,86.4,81.7,71.8,100.0,9.9,47.0,,9.1,86.4,81.7,71.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Yanam,Puducherry,97.3,95.1,29.2,76.8,0.4,96.3,95.5,43.5,97.3,95.1,29.2,76.8,0.4,96.3,95.5,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Puducherry,Puducherry,97.9,56.8,31.3,33.5,0.5,95.0,82.2,57.5,97.9,56.8,31.3,33.5,0.5,95.0,82.2,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mahe,Puducherry,91.5,97.2,23.6,39.4,0.1,93.6,93.7,38.8,91.5,97.2,23.6,39.4,0.1,93.6,93.7,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Karaikal,Puducherry,94.4,58.7,26.9,45.9,0.4,98.3,79.2,53.7,94.4,58.7,26.9,45.9,0.4,98.3,79.2,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kapurthala,Punjab,88.8,45.9,20.7,61.6,1.6,86.4,67.6,54.7,88.8,45.9,20.7,61.6,1.6,86.4,67.6,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jalandhar,Punjab,86.8,43.8,25.9,61.7,1.0,86.1,78.5,57.3,86.8,43.8,25.9,61.7,1.0,86.1,78.5,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hoshiarpur,Punjab,95.6,42.0,27.7,65.5,1.4,90.0,80.1,54.2,95.6,42.0,27.7,65.5,1.4,90.0,80.1,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Shahid Bhagat Singh Nagar,Punjab,92.4,63.7,23.3,60.4,0.5,94.7,79.9,49.9,92.4,63.7,23.3,60.4,0.5,94.7,79.9,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Fatehgarh Sahib,Punjab,98.3,70.3,35.1,57.9,0.8,93.6,74.3,64.7,98.3,70.3,35.1,57.9,0.8,93.6,74.3,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ludhiana,Punjab,82.9,12.1,25.2,62.2,0.5,77.3,61.8,65.0,82.9,12.1,25.2,62.2,0.5,77.3,61.8,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Moga,Punjab,93.7,39.0,23.7,34.7,1.9,88.2,75.0,54.7,93.7,39.0,23.7,34.7,1.9,88.2,75.0,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Muktsar,Punjab,93.6,44.3,23.9,24.1,1.7,89.4,71.2,60.9,93.6,44.3,23.9,24.1,1.7,89.4,71.2,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Faridkot,Punjab,90.1,18.0,20.4,35.9,2.3,84.3,62.6,63.4,90.1,18.0,20.4,35.9,2.3,84.3,62.6,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bathinda,Punjab,88.0,42.0,20.1,40.9,2.5,81.3,52.1,59.7,88.0,42.0,20.1,40.9,2.5,81.3,52.1,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mansa,Punjab,94.4,10.8,18.4,45.1,2.2,83.2,66.9,60.2,94.4,10.8,18.4,45.1,2.2,83.2,66.9,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Patiala,Punjab,90.0,15.4,33.8,54.7,1.2,81.3,65.5,65.1,90.0,15.4,33.8,54.7,1.2,81.3,65.5,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Amritsar,Punjab,93.2,26.1,26.2,61.3,0.6,88.5,70.9,52.6,93.2,26.1,26.2,61.3,0.6,88.5,70.9,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Tarn Taran,Punjab,96.4,37.4,25.0,58.2,1.2,83.3,66.4,61.9,96.4,37.4,25.0,58.2,1.2,83.3,66.4,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Rupnagar,Punjab,97.4,58.7,37.8,46.4,1.3,79.4,56.6,64.4,97.4,58.7,37.8,46.4,1.3,79.4,56.6,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sahibzada Ajit Singh Nagar,Punjab,91.2,64.2,31.0,38.8,1.0,86.6,81.2,59.6,91.2,64.2,31.0,38.8,1.0,86.6,81.2,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sangrur,Punjab,94.6,54.4,18.7,45.3,2.7,87.9,66.5,52.7,94.6,54.4,18.7,45.3,2.7,87.9,66.5,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Barnala,Punjab,83.3,72.7,20.7,52.4,2.9,87.0,75.6,55.2,83.3,72.7,20.7,52.4,2.9,87.0,75.6,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Fazilka,Punjab,94.3,40.6,20.6,40.4,2.7,83.6,65.2,67.1,94.3,40.6,20.6,40.4,2.7,83.6,65.2,67.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Firozpur,Punjab,88.3,26.9,21.0,55.1,1.2,84.7,67.2,61.4,88.3,26.9,21.0,55.1,1.2,84.7,67.2,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Gurdaspur,Punjab,88.2,40.0,23.5,69.4,1.7,83.8,69.4,55.7,88.2,40.0,23.5,69.4,1.7,83.8,69.4,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Pathankot,Punjab,97.1,47.7,27.0,75.1,2.8,82.4,63.5,55.8,97.1,47.7,27.0,75.1,2.8,82.4,63.5,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ganganagar,Rajasthan,98.5,31.4,85.3,35.0,2.9,84.6,83.3,58.8,98.5,31.4,85.3,35.0,2.9,84.6,83.3,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hanumangarh,Rajasthan,100.0,6.5,89.0,34.7,5.1,84.8,84.4,60.4,100.0,6.5,89.0,34.7,5.1,84.8,84.4,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bikaner,Rajasthan,95.6,4.5,87.4,35.5,1.7,80.8,80.5,59.4,95.6,4.5,87.4,35.5,1.7,80.8,80.5,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Churu,Rajasthan,100.0,11.3,81.9,23.8,5.2,75.2,72.4,53.0,100.0,11.3,81.9,23.8,5.2,75.2,72.4,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jhunjhunun,Rajasthan,98.4,13.7,86.1,30.4,4.0,86.6,80.1,55.5,98.4,13.7,86.1,30.4,4.0,86.6,80.1,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Alwar,Rajasthan,97.3,65.3,80.8,16.8,1.5,76.2,55.5,53.3,97.3,65.3,80.8,16.8,1.5,76.2,55.5,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bharatpur,Rajasthan,96.8,19.5,84.8,39.7,1.8,76.8,55.4,61.0,96.8,19.5,84.8,39.7,1.8,76.8,55.4,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dhaulpur,Rajasthan,97.3,5.5,89.0,26.3,2.2,84.9,67.9,68.8,97.3,5.5,89.0,26.3,2.2,84.9,67.9,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Karauli,Rajasthan,98.4,18.7,86.4,6.3,1.5,87.5,65.0,61.1,98.4,18.7,86.4,6.3,1.5,87.5,65.0,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sawai Madhopur,Rajasthan,100.0,27.5,80.5,17.9,2.4,82.8,65.4,57.6,100.0,27.5,80.5,17.9,2.4,82.8,65.4,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dausa,Rajasthan,100.0,24.3,91.2,18.4,1.8,93.1,81.0,60.3,100.0,24.3,91.2,18.4,1.8,93.1,81.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jaipur,Rajasthan,97.3,35.3,81.5,25.0,2.0,92.6,81.3,54.4,97.3,35.3,81.5,25.0,2.0,92.6,81.3,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sikar,Rajasthan,93.2,70.3,82.4,26.5,4.7,87.8,75.9,44.3,93.2,70.3,82.4,26.5,4.7,87.8,75.9,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nagaur,Rajasthan,98.7,61.0,90.0,23.9,6.6,85.5,77.1,45.6,98.7,61.0,90.0,23.9,6.6,85.5,77.1,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jodhpur,Rajasthan,97.3,62.8,87.5,35.1,4.8,83.9,71.9,44.2,97.3,62.8,87.5,35.1,4.8,83.9,71.9,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jaisalmer,Rajasthan,96.8,76.9,93.7,23.9,3.3,79.0,64.6,44.7,96.8,76.9,93.7,23.9,3.3,79.0,64.6,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Barmer,Rajasthan,100.0,53.3,97.8,19.8,4.5,85.1,82.7,50.0,100.0,53.3,97.8,19.8,4.5,85.1,82.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jalor,Rajasthan,96.7,56.8,96.6,13.5,2.1,87.0,82.1,60.8,96.7,56.8,96.6,13.5,2.1,87.0,82.1,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sirohi,Rajasthan,100.0,19.1,92.0,14.7,4.3,91.3,73.1,65.3,100.0,19.1,92.0,14.7,4.3,91.3,73.1,65.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Pali,Rajasthan,100.0,30.5,96.2,39.9,2.9,94.7,69.3,59.7,100.0,30.5,96.2,39.9,2.9,94.7,69.3,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ajmer,Rajasthan,95.2,17.1,88.7,28.0,2.4,82.0,80.4,52.5,95.2,17.1,88.7,28.0,2.4,82.0,80.4,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Tonk,Rajasthan,93.6,62.0,84.5,36.9,1.9,88.1,78.8,52.9,93.6,62.0,84.5,36.9,1.9,88.1,78.8,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
