district,state,vaccinated_in_public_pct_nfhs4,anaemia_children_pct_national_percentile_nfhs4,health_insurance_pct_nfhs4,csection_private_pct_nfhs4,fp_pill_pct_nfhs4,postnatal_care_child_pct_nfhs4,anc_first_trimester_pct_nfhs4,anaemia_nonpregnant_women_pct_nfhs4,vaccinated_in_public_pct_nfhs5,anaemia_children_pct_national_percentile_nfhs5,health_insurance_pct_nfhs5,csection_private_pct_nfhs5,fp_pill_pct_nfhs5,postnatal_care_child_pct_nfhs5,anc_first_trimester_pct_nfhs5,anaemia_nonpregnant_women_pct_nfhs5,vaccinated_in_public_pct_change,vaccinated_in_public_pct_change_pct,anaemia_children_pct_national_percentile_change,anaemia_children_pct_national_percentile_change_pct,health_insurance_pct_change,health_insurance_pct_change_pct,csection_private_pct_change,csection_private_pct_change_pct,fp_pill_pct_change,fp_pill_pct_change_pct,postnatal_care_child_pct_change,postnatal_care_child_pct_change_pct,anc_first_trimester_pct_change,anc_first_trimester_pct_change_pct,anaemia_nonpregnant_women_pct_change,anaemia_nonpregnant_women_pct_change_pct,vaccinated_in_public_pct_improvement_rank,anaemia_children_pct_national_percentile_improvement_rank,health_insurance_pct_improvement_rank,csection_private_pct_improvement_rank,fp_pill_pct_improvement_rank,postnatal_care_child_pct_improvement_rank,anc_first_trimester_pct_improvement_rank,anaemia_nonpregnant_women_pct_improvement_rank
Budaun,Uttar Pradesh,97.9,31.8,13.6,20.9,2.8,59.4,58.5,56.2,97.9,31.8,13.6,20.9,2.8,59.4,58.5,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ghaziabad,Uttar Pradesh,87.8,69.5,20.0,52.5,0.2,85.3,77.2,55.9,87.8,69.5,20.0,52.5,0.2,85.3,77.2,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hapur,Uttar Pradesh,93.5,42.8,14.9,28.9,2.4,83.3,80.1,51.7,93.5,42.8,14.9,28.9,2.4,83.3,80.1,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Moradabad,Uttar Pradesh,96.1,50.2,17.1,43.0,5.5,74.7,73.7,45.5,96.1,50.2,17.1,43.0,5.5,74.7,73.7,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Muzaffarnagar,Uttar Pradesh,93.8,59.4,8.2,33.3,3.6,87.3,75.5,46.2,93.8,59.4,8.2,33.3,3.6,87.3,75.5,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Rae Bareli,Uttar Pradesh,97.3,16.5,16.8,50.8,4.8,61.6,58.8,48.3,97.3,16.5,16.8,50.8,4.8,61.6,58.8,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sambhal,Uttar Pradesh,86.1,41.0,13.7,25.5,2.5,67.5,60.8,51.1,86.1,41.0,13.7,25.5,2.5,67.5,60.8,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Shamli,Uttar Pradesh,93.0,60.6,14.8,35.7,4.4,75.2,82.7,42.4,93.0,60.6,14.8,35.7,4.4,75.2,82.7,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sultanpur,Uttar Pradesh,93.8,68.0,20.7,45.1,1.1,69.4,59.6,49.5,93.8,68.0,20.7,45.1,1.1,69.4,59.6,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Uttarkashi,Uttarakhand,100.0,26.1,80.3,28.7,1.9,72.4,77.1,60.8,100.0,26.1,80.3,28.7,1.9,72.4,77.1,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Chamoli,Uttarakhand,98.4,58.7,71.1,,1.4,67.8,58.6,41.8,98.4,58.7,71.1,,1.4,67.8,58.6,41.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Rudraprayag,Uttarakhand,98.6,86.5,76.6,,0.4,82.2,74.2,40.7,98.6,86.5,76.6,,0.4,82.2,74.2,40.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Tehri Garhwal,Uttarakhand,97.3,69.8,71.2,40.7,1.1,80.4,62.3,41.9,97.3,69.8,71.2,40.7,1.1,80.4,62.3,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dehradun,Uttarakhand,96.0,74.9,67.3,34.5,2.8,84.2,83.5,47.9,96.0,74.9,67.3,34.5,2.8,84.2,83.5,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Garhwal,Uttarakhand,96.1,79.2,62.7,33.6,3.5,70.7,49.0,40.8,96.1,79.2,62.7,33.6,3.5,70.7,49.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Pithoragarh,Uttarakhand,97.8,97.6,72.8,,0.5,82.7,68.7,25.2,97.8,97.6,72.8,,0.5,82.7,68.7,25.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Bageshwar,Uttarakhand,95.5,93.3,71.9,,2.6,79.8,63.8,27.8,95.5,93.3,71.9,,2.6,79.8,63.8,27.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Almora,Uttarakhand,100.0,78.5,66.0,,4.8,79.6,52.3,34.0,100.0,78.5,66.0,,4.8,79.6,52.3,34.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Champawat,Uttarakhand,97.0,94.0,65.7,45.1,1.7,80.5,72.3,32.6,97.0,94.0,65.7,45.1,1.7,80.5,72.3,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nainital,Uttarakhand,94.5,74.0,60.8,69.0,3.8,76.3,70.0,34.6,94.5,74.0,60.8,69.0,3.8,76.3,70.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Udham Singh Nagar,Uttarakhand,98.6,72.3,59.0,49.4,1.7,80.8,77.3,51.1,98.6,72.3,59.0,49.4,1.7,80.8,77.3,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hardwar,Uttarakhand,87.6,65.4,46.6,37.3,3.8,76.6,57.4,42.8,87.6,65.4,46.6,37.3,3.8,76.6,57.4,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Darjiling,West Bengal,92.0,48.4,26.3,84.6,19.5,84.7,85.0,59.1,92.0,48.4,26.3,84.6,19.5,84.7,85.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jalpaiguri,West Bengal,100.0,52.0,35.8,90.8,20.2,82.5,77.5,72.2,100.0,52.0,35.8,90.8,20.2,82.5,77.5,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Koch Bihar,West Bengal,100.0,56.2,36.0,91.8,24.0,79.7,71.3,74.9,100.0,56.2,36.0,91.8,24.0,79.7,71.3,74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Uttar Dinajpur,West Bengal,97.2,13.7,21.0,77.7,20.7,69.4,76.6,71.9,97.2,13.7,21.0,77.7,20.7,69.4,76.6,71.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dakshin Dinajpur,West Bengal,100.0,30.9,28.3,93.4,17.6,89.1,70.9,82.8,100.0,30.9,28.3,93.4,17.6,89.1,70.9,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Maldah,West Bengal,100.0,35.8,29.0,89.0,19.2,67.9,77.8,73.8,100.0,35.8,29.0,89.0,19.2,67.9,77.8,73.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Murshidabad,West Bengal,100.0,32.2,28.4,92.4,14.5,67.6,73.9,78.0,100.0,32.2,28.4,92.4,14.5,67.6,73.9,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Birbhum,West Bengal,96.9,16.1,37.7,92.2,24.7,81.7,81.9,78.2,96.9,16.1,37.7,92.2,24.7,81.7,81.9,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nadia,West Bengal,100.0,64.6,23.0,93.4,10.5,89.9,61.1,73.8,100.0,64.6,23.0,93.4,10.5,89.9,61.1,73.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
North Twenty Four Pargana,West Bengal,90.7,78.1,30.7,91.5,24.3,92.4,72.7,65.4,90.7,78.1,30.7,91.5,24.3,92.4,72.7,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hugli,West Bengal,97.8,48.9,26.5,84.9,13.6,76.7,76.0,75.1,97.8,48.9,26.5,84.9,13.6,76.7,76.0,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bankura,West Bengal,100.0,53.3,43.4,,19.8,76.5,74.7,77.3,100.0,53.3,43.4,,19.8,76.5,74.7,77.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Puruliya,West Bengal,90.9,12.1,35.6,,6.7,68.4,59.1,76.9,90.9,12.1,35.6,,6.7,68.4,59.1,76.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Haora,West Bengal,87.4,49.7,20.1,69.0,23.8,79.8,84.8,65.6,87.4,49.7,20.1,69.0,23.8,79.8,84.8,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kolkata,West Bengal,83.5,31.4,21.1,79.9,22.4,84.6,74.2,58.4,83.5,31.4,21.1,79.9,22.4,84.6,74.2,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
South Twenty Four Pargana,West Bengal,100.0,38.2,36.7,72.3,34.8,70.8,77.1,62.1,100.0,38.2,36.7,72.3,34.8,70.8,77.1,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Paschim Medinipur,West Bengal,93.3,57.1,25.8,63.6,18.0,80.9,52.6,82.0,93.3,57.1,25.8,63.6,18.0,80.9,52.6,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Purba Medinipur,West Bengal,98.0,51.0,21.5,76.0,26.2,58.1,69.3,70.5,98.0,51.0,21.5,76.0,26.2,58.1,69.3,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Paschim Barddhaman,West Bengal,97.6,23.3,21.8,69.1,13.4,70.5,70.3,66.5,97.6,23.3,21.8,69.1,13.4,70.5,70.3,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
